rank,pattern_id,pattern_name,event_id,event_label,event_group,description,rules,methods,date_from,date_to,train_n,train_probability,oos_n,oos_probability,oos_p_value,oos_pass,monthly_probs,trading_opportunities,n,hits,probability,ci_low,ci_high,p_value,base_rate,monthly_stability,seasonal_stability,walk_forward_pass,support,confidence,lift,leverage,conviction,expected_frequency,odds_ratio,mc_median_prob,mc_p5_prob,mc_p95_prob,mc_prob_above_base,robustness_score,edge_explanation
1,31c3b2a090d6,"Casa segna per prima | odd_1 in [1.14, 2.02] AND odd_fav in [1.14, 2] AND odd_over2",evt_home_first_goal,Casa segna per prima,Squadra Casa,"odd_1 in [1.14, 2.02] AND odd_fav in [1.14, 2] AND odd_over25 in [0, 2.45]","[{'feature': 'odd_1', 'op': 'between', 'lo': 1.14, 'hi': 2.02, 'val': None, 'eq_val': None}, {'feature': 'odd_fav', 'op': 'between', 'lo': 1.14, 'hi': 2.0, 'val': None, 'eq_val': None}, {'feature': 'odd_over25', 'op': 'between', 'lo': 0.0, 'hi': 2.45, 'val': None, 'eq_val': None}]",['grid_3'],2017-11-25,2025-11-30,481,0.6174636174636174,87,0.6091954022988506,0.03944245309537775,True,"{""2017-11"": null, ""2017-12"": 0.5, ""2018-01"": null, ""2018-02"": 0.5714285714285714, ""2018-03"": 0.45454545454545453, ""2018-04"": 0.6666666666666666, ""2018-05"": null, ""2018-06"": null, ""2018-07"": null, ""2018-08"": null, ""2018-09"": 0.0, ""2018-10"": 0.0, ""2018-11"": null, ""2018-12"": 0.3333333333333333, ""2019-01"": null, ""2019-02"": 1.0, ""2019-03"": 0.5, ""2019-04"": 1.0, ""2019-05"": 1.0, ""2019-06"": 1.0, ""2019-07"": null, ""2019-08"": 0.4, ""2019-09"": 0.42857142857142855, ""2019-10"": 0.4, ""2019-11"": 0.4444444444444444, ""2019-12"": 1.0, ""2020-01"": null, ""2020-02"": 0.875, ""2020-03"": 0.16666666666666666, ""2020-04"": null, ""2020-05"": null, ""2020-06"": null, ""2020-07"": null, ""2020-08"": null, ""2020-09"": null, ""2020-10"": null, ""2020-11"": 0.4, ""2020-12"": 0.7, ""2021-01"": 0.6153846153846154, ""2021-02"": null, ""2021-03"": 0.5, ""2021-04"": 0.6, ""2021-05"": 0.6, ""2021-06"": 0.375, ""2021-07"": 0.4, ""2021-08"": 0.7, ""2021-09"": 0.5714285714285714, ""2021-10"": 0.8, ""2021-11"": 1.0, ""2021-12"": 1.0, ""2022-01"": null, ""2022-02"": 0.5, ""2022-03"": 0.7777777777777778, ""2022-04"": 0.7777777777777778, ""2022-05"": 0.5, ""2022-06"": 0.7857142857142857, ""2022-07"": 0.6153846153846154, ""2022-08"": 0.46153846153846156, ""2022-09"": 0.8461538461538461, ""2022-10"": 0.7777777777777778, ""2022-11"": null, ""2022-12"": null, ""2023-01"": null, ""2023-02"": 0.625, ""2023-03"": 0.75, ""2023-04"": 0.5238095238095238, ""2023-05"": 0.6923076923076923, ""2023-06"": 0.8125, ""2023-07"": 0.6923076923076923, ""2023-08"": 0.5333333333333333, ""2023-09"": 0.5862068965517241, ""2023-10"": 0.5263157894736842, ""2023-11"": 0.5, ""2023-12"": null, ""2024-01"": null, ""2024-02"": 0.8, ""2024-03"": 0.6428571428571429, ""2024-04"": 0.5, ""2024-05"": 0.8333333333333334, ""2024-06"": 0.5714285714285714, ""2024-07"": 0.8, ""2024-08"": 0.3333333333333333, ""2024-09"": 0.5555555555555556, ""2024-10"": 0.6666666666666666, ""2024-11"": null, ""2024-12"": null, ""2025-01"": null, ""2025-02"": 0.0, ""2025-03"": null, ""2025-04"": 0.0, ""2025-05"": 0.8, ""2025-06"": 0.25, ""2025-07"": 0.25, ""2025-08"": 1.0, ""2025-09"": 1.0, ""2025-10"": 1.0, ""2025-11"": null}","[""Home Next Goal"", ""Primo gol Casa"", ""1X""]",568,350,0.6161971830985915,0.575549407799851,0.6552837459965849,9.754724988774193e-08,0.5066729103254507,0.9411764705882353,0.9394102247063377,True,0.13298993210021073,0.6161971830985915,1.2161636640545677,0.10952427277314081,1.2853659951153393,287.790213064856,1.5632154182706166,0.6144366197183099,0.5809859154929577,0.6461267605633803,0.456,82.3,"Su **568** partite che soddisfano `odd_1 in [1.14, 2.02] AND odd_fav in [1.14, 2] AND odd_over25 in [0, 2.45]`, **Casa segna per prima** si verifica nel **61.6%** dei casi (baseline campionato: 50.7%). **Lift 1.22**: la probabilità è 1.2× la media del campionato. Il risultato è **statisticamente significativo** (p=0.0000). Out-of-sample: probabilità **60.9%** su 87 partite. Stabilità mensile elevata: il pattern regge nel tempo."
2,a7c0b37bac7f,"Casa segna per prima | odd_1 in [1.14, 2.02] AND odd_fav in [1.14, 2] AND odd_over1",evt_home_first_goal,Casa segna per prima,Squadra Casa,"odd_1 in [1.14, 2.02] AND odd_fav in [1.14, 2] AND odd_over15 in [0, 1.49]","[{'feature': 'odd_1', 'op': 'between', 'lo': 1.14, 'hi': 2.02, 'val': None, 'eq_val': None}, {'feature': 'odd_fav', 'op': 'between', 'lo': 1.14, 'hi': 2.0, 'val': None, 'eq_val': None}, {'feature': 'odd_over15', 'op': 'between', 'lo': 0.0, 'hi': 1.49, 'val': None, 'eq_val': None}]",['grid_3'],2017-11-25,2025-11-30,469,0.6204690831556503,52,0.6346153846153846,0.047266749934848314,True,"{""2017-11"": null, ""2017-12"": 0.5, ""2018-01"": null, ""2018-02"": 0.5, ""2018-03"": 0.4166666666666667, ""2018-04"": 0.7647058823529411, ""2018-05"": null, ""2018-06"": null, ""2018-07"": null, ""2018-08"": 0.0, ""2018-09"": 0.0, ""2018-10"": 0.0, ""2018-11"": 1.0, ""2018-12"": 0.3333333333333333, ""2019-01"": null, ""2019-02"": 0.5, ""2019-03"": 0.5, ""2019-04"": 1.0, ""2019-05"": 1.0, ""2019-06"": 1.0, ""2019-07"": null, ""2019-08"": 0.6666666666666666, ""2019-09"": 0.5, ""2019-10"": 0.4, ""2019-11"": 0.5, ""2019-12"": 1.0, ""2020-01"": null, ""2020-02"": 0.875, ""2020-03"": 0.16666666666666666, ""2020-04"": null, ""2020-05"": null, ""2020-06"": null, ""2020-07"": null, ""2020-08"": null, ""2020-09"": null, ""2020-10"": null, ""2020-11"": 0.25, ""2020-12"": 0.6363636363636364, ""2021-01"": 0.5833333333333334, ""2021-02"": null, ""2021-03"": 0.5, ""2021-04"": 0.6, ""2021-05"": 0.75, ""2021-06"": 0.5714285714285714, ""2021-07"": 0.5555555555555556, ""2021-08"": 0.6923076923076923, ""2021-09"": 0.375, ""2021-10"": 0.9, ""2021-11"": 1.0, ""2021-12"": 1.0, ""2022-01"": null, ""2022-02"": 0.42857142857142855, ""2022-03"": 0.8571428571428571, ""2022-04"": 0.8, ""2022-05"": 0.6, ""2022-06"": 0.7142857142857143, ""2022-07"": 0.6363636363636364, ""2022-08"": 0.5882352941176471, ""2022-09"": 0.6, ""2022-10"": 0.875, ""2022-11"": null, ""2022-12"": null, ""2023-01"": null, ""2023-02"": 0.5, ""2023-03"": 0.75, ""2023-04"": 0.5882352941176471, ""2023-05"": 0.6153846153846154, ""2023-06"": 0.8181818181818182, ""2023-07"": 0.5714285714285714, ""2023-08"": 0.75, ""2023-09"": 0.5769230769230769, ""2023-10"": 0.5294117647058824, ""2023-11"": 0.5, ""2023-12"": null, ""2024-01"": null, ""2024-02"": 0.8125, ""2024-03"": 0.7142857142857143, ""2024-04"": 0.3333333333333333, ""2024-05"": 1.0, ""2024-06"": 1.0, ""2024-07"": 0.0, ""2024-08"": 1.0, ""2024-09"": 0.25, ""2024-10"": 0.5555555555555556, ""2024-11"": null, ""2024-12"": null, ""2025-01"": null, ""2025-02"": 0.0, ""2025-03"": null, ""2025-04"": 0.6666666666666666, ""2025-05"": 1.0, ""2025-06"": 0.3333333333333333, ""2025-07"": 0.0, ""2025-08"": 1.0, ""2025-09"": 1.0, ""2025-10"": 1.0, ""2025-11"": null}","[""Home Next Goal"", ""Primo gol Casa"", ""1X""]",521,324,0.6218809980806143,0.5794925035913756,0.6624852664634372,7.875543642911038e-08,0.5066729103254507,0.9142857142857143,0.9327003722960108,True,0.1219854834933271,0.6218809980806143,1.227381581701619,0.11520808775516356,1.3046873792915747,263.9765862795598,1.6013492592210326,0.6209213051823417,0.5873320537428023,0.6564299424184261,0.464,82.1,"Su **521** partite che soddisfano `odd_1 in [1.14, 2.02] AND odd_fav in [1.14, 2] AND odd_over15 in [0, 1.49]`, **Casa segna per prima** si verifica nel **62.2%** dei casi (baseline campionato: 50.7%). **Lift 1.23**: la probabilità è 1.2× la media del campionato. Il risultato è **statisticamente significativo** (p=0.0000). Out-of-sample: probabilità **63.5%** su 52 partite. Stabilità mensile elevata: il pattern regge nel tempo."
3,953076b17c90,"Casa segna per prima | odd_spread_1x2 in [3.07, 14.8]",evt_home_first_goal,Casa segna per prima,Squadra Casa,"odd_spread_1x2 in [3.07, 14.8]","[{'feature': 'odd_spread_1x2', 'op': 'between', 'lo': 3.07, 'hi': 14.83, 'val': None, 'eq_val': None}]",['grid'],2017-11-25,2025-11-30,300,0.6166666666666667,193,0.6528497409326425,4.032910675793148e-05,True,"{""2017-11"": null, ""2017-12"": 0.0, ""2018-01"": null, ""2018-02"": 0.5, ""2018-03"": 0.5, ""2018-04"": 0.8333333333333334, ""2018-05"": null, ""2018-06"": null, ""2018-07"": null, ""2018-08"": 1.0, ""2018-09"": 0.0, ""2018-10"": 0.0, ""2018-11"": 0.6666666666666666, ""2018-12"": 0.0, ""2019-01"": null, ""2019-02"": 0.75, ""2019-03"": 0.5, ""2019-04"": 1.0, ""2019-05"": null, ""2019-06"": null, ""2019-07"": null, ""2019-08"": 0.3333333333333333, ""2019-09"": 0.5714285714285714, ""2019-10"": 0.25, ""2019-11"": 0.5, ""2019-12"": 1.0, ""2020-01"": null, ""2020-02"": 0.6, ""2020-03"": 0.25, ""2020-04"": null, ""2020-05"": null, ""2020-06"": null, ""2020-07"": null, ""2020-08"": null, ""2020-09"": null, ""2020-10"": null, ""2020-11"": 0.0, ""2020-12"": 0.75, ""2021-01"": 0.5, ""2021-02"": null, ""2021-03"": 1.0, ""2021-04"": 0.75, ""2021-05"": 0.5, ""2021-06"": 0.8571428571428571, ""2021-07"": 0.42857142857142855, ""2021-08"": 0.7142857142857143, ""2021-09"": 0.5, ""2021-10"": 0.8888888888888888, ""2021-11"": 0.6, ""2021-12"": null, ""2022-01"": null, ""2022-02"": 0.3333333333333333, ""2022-03"": 1.0, ""2022-04"": 0.3333333333333333, ""2022-05"": 0.7777777777777778, ""2022-06"": 0.6666666666666666, ""2022-07"": 0.5, ""2022-08"": 0.4, ""2022-09"": 0.65, ""2022-10"": 0.6, ""2022-11"": 0.0, ""2022-12"": null, ""2023-01"": null, ""2023-02"": 0.6, ""2023-03"": null, ""2023-04"": 0.8, ""2023-05"": 0.5, ""2023-06"": 0.6666666666666666, ""2023-07"": 0.5625, ""2023-08"": 0.8571428571428571, ""2023-09"": 0.6666666666666666, ""2023-10"": 0.5555555555555556, ""2023-11"": 1.0, ""2023-12"": null, ""2024-01"": null, ""2024-02"": 0.9, ""2024-03"": 0.375, ""2024-04"": 0.3333333333333333, ""2024-05"": 0.6666666666666666, ""2024-06"": 0.6153846153846154, ""2024-07"": 0.8, ""2024-08"": 0.75, ""2024-09"": 0.7857142857142857, ""2024-10"": 0.5882352941176471, ""2024-11"": 0.6666666666666666, ""2024-12"": null, ""2025-01"": null, ""2025-02"": 0.4166666666666667, ""2025-03"": 0.6666666666666666, ""2025-04"": 0.5333333333333333, ""2025-05"": 0.8571428571428571, ""2025-06"": 0.45454545454545453, ""2025-07"": 0.5294117647058824, ""2025-08"": 0.8181818181818182, ""2025-09"": 0.8571428571428571, ""2025-10"": 1.0, ""2025-11"": 1.0}","[""Home Next Goal"", ""Primo gol Casa"", ""1X""]",493,311,0.6308316430020284,0.5873737867185377,0.6722663078307111,1.8740836974964317e-08,0.5066729103254507,0.9142857142857143,0.9133297434394164,True,0.11542964177007727,0.6308316430020284,1.2450471105645395,0.12415873267657773,1.3363200835689715,249.7897447904472,1.6637814588369115,0.6308316430020284,0.5982758620689655,0.6673427991886409,0.476,81.9,"Su **493** partite che soddisfano `odd_spread_1x2 in [3.07, 14.8]`, **Casa segna per prima** si verifica nel **63.1%** dei casi (baseline campionato: 50.7%). **Lift 1.25**: la probabilità è 1.2× la media del campionato. Il risultato è **statisticamente significativo** (p=0.0000). Out-of-sample: probabilità **65.3%** su 193 partite. Stabilità mensile elevata: il pattern regge nel tempo."
4,3db90bcc9efd,"Casa segna per prima | odd_x in [3.25, 8.01]",evt_home_first_goal,Casa segna per prima,Squadra Casa,"odd_x in [3.25, 8.01]","[{'feature': 'odd_x', 'op': 'between', 'lo': 3.25, 'hi': 8.01, 'val': None, 'eq_val': None}]",['grid'],2017-11-25,2025-11-30,336,0.6071428571428571,99,0.6363636363636364,0.007401165266873833,True,"{""2017-11"": null, ""2017-12"": 1.0, ""2018-01"": null, ""2018-02"": 0.25, ""2018-03"": 0.5, ""2018-04"": 0.8, ""2018-05"": null, ""2018-06"": null, ""2018-07"": null, ""2018-08"": null, ""2018-09"": 0.0, ""2018-10"": 0.0, ""2018-11"": 1.0, ""2018-12"": 0.3333333333333333, ""2019-01"": null, ""2019-02"": null, ""2019-03"": 1.0, ""2019-04"": 0.8571428571428571, ""2019-05"": null, ""2019-06"": null, ""2019-07"": null, ""2019-08"": 0.2857142857142857, ""2019-09"": 0.5, ""2019-10"": 0.2857142857142857, ""2019-11"": 0.5, ""2019-12"": 0.5, ""2020-01"": null, ""2020-02"": 1.0, ""2020-03"": 0.0, ""2020-04"": null, ""2020-05"": null, ""2020-06"": null, ""2020-07"": null, ""2020-08"": null, ""2020-09"": null, ""2020-10"": null, ""2020-11"": 0.0, ""2020-12"": 0.8333333333333334, ""2021-01"": 0.625, ""2021-02"": null, ""2021-03"": 0.3333333333333333, ""2021-04"": 0.625, ""2021-05"": 0.0, ""2021-06"": 0.5, ""2021-07"": 0.3333333333333333, ""2021-08"": 0.8333333333333334, ""2021-09"": 0.5, ""2021-10"": 0.8888888888888888, ""2021-11"": 0.7142857142857143, ""2021-12"": 1.0, ""2022-01"": null, ""2022-02"": 0.6666666666666666, ""2022-03"": 1.0, ""2022-04"": 0.5714285714285714, ""2022-05"": 0.7777777777777778, ""2022-06"": 0.6666666666666666, ""2022-07"": 0.6666666666666666, ""2022-08"": 0.6666666666666666, ""2022-09"": 0.6666666666666666, ""2022-10"": 0.6666666666666666, ""2022-11"": null, ""2022-12"": null, ""2023-01"": null, ""2023-02"": 0.3333333333333333, ""2023-03"": 0.0, ""2023-04"": 0.5714285714285714, ""2023-05"": 0.4166666666666667, ""2023-06"": 0.75, ""2023-07"": 0.5, ""2023-08"": 0.6666666666666666, ""2023-09"": 0.625, ""2023-10"": 0.4444444444444444, ""2023-11"": 0.6666666666666666, ""2023-12"": null, ""2024-01"": null, ""2024-02"": 0.8888888888888888, ""2024-03"": 0.5, ""2024-04"": 0.5, ""2024-05"": 0.7777777777777778, ""2024-06"": 0.6666666666666666, ""2024-07"": 1.0, ""2024-08"": 1.0, ""2024-09"": 0.5, ""2024-10"": 0.5, ""2024-11"": null, ""2024-12"": null, ""2025-01"": null, ""2025-02"": 0.3333333333333333, ""2025-03"": 0.8, ""2025-04"": 0.7142857142857143, ""2025-05"": 0.8, ""2025-06"": 0.3333333333333333, ""2025-07"": 0.3333333333333333, ""2025-08"": 0.6666666666666666, ""2025-09"": 0.875, ""2025-10"": 1.0, ""2025-11"": null}","[""Home Next Goal"", ""Primo gol Casa"", ""1X""]",435,267,0.6137931034482759,0.5672324223646393,0.6583615049202853,4.4809896758355835e-06,0.5066729103254507,0.9104477611940298,0.9197250727886835,True,0.10184968391477406,0.6137931034482759,1.2114188284785519,0.10712019312282517,1.277364785764458,220.40271599157106,1.5474237523105359,0.6137931034482759,0.5768965517241379,0.6528735632183909,0.458,80.2,"Su **435** partite che soddisfano `odd_x in [3.25, 8.01]`, **Casa segna per prima** si verifica nel **61.4%** dei casi (baseline campionato: 50.7%). **Lift 1.21**: la probabilità è 1.2× la media del campionato. Il risultato è **statisticamente significativo** (p=0.0000). Out-of-sample: probabilità **63.6%** su 99 partite. Stabilità mensile elevata: il pattern regge nel tempo."
5,329ba1ea0a03,"Casa segna per prima | odd_fav in [1.14, 2] AND odd_over15 in [0, 1.49]",evt_home_first_goal,Casa segna per prima,Squadra Casa,"odd_fav in [1.14, 2] AND odd_over15 in [0, 1.49]","[{'feature': 'odd_fav', 'op': 'between', 'lo': 1.14, 'hi': 2.0, 'val': None, 'eq_val': None}, {'feature': 'odd_over15', 'op': 'between', 'lo': 0.0, 'hi': 1.49, 'val': None, 'eq_val': None}]",['grid_2'],2017-11-25,2025-11-30,494,0.6093117408906883,54,0.6481481481481481,0.027962193362690832,True,"{""2017-11"": null, ""2017-12"": 0.5, ""2018-01"": null, ""2018-02"": 0.5, ""2018-03"": 0.4166666666666667, ""2018-04"": 0.7368421052631579, ""2018-05"": null, ""2018-06"": null, ""2018-07"": null, ""2018-08"": 0.0, ""2018-09"": 0.0, ""2018-10"": 0.0, ""2018-11"": 1.0, ""2018-12"": 0.3333333333333333, ""2019-01"": null, ""2019-02"": 0.5, ""2019-03"": 0.5, ""2019-04"": 1.0, ""2019-05"": 1.0, ""2019-06"": 1.0, ""2019-07"": null, ""2019-08"": 0.6666666666666666, ""2019-09"": 0.5, ""2019-10"": 0.4, ""2019-11"": 0.4444444444444444, ""2019-12"": 1.0, ""2020-01"": null, ""2020-02"": 0.875, ""2020-03"": 0.16666666666666666, ""2020-04"": null, ""2020-05"": null, ""2020-06"": null, ""2020-07"": null, ""2020-08"": null, ""2020-09"": null, ""2020-10"": null, ""2020-11"": 0.25, ""2020-12"": 0.6363636363636364, ""2021-01"": 0.5, ""2021-02"": null, ""2021-03"": 0.5, ""2021-04"": 0.6, ""2021-05"": 0.8, ""2021-06"": 0.6666666666666666, ""2021-07"": 0.5, ""2021-08"": 0.6923076923076923, ""2021-09"": 0.375, ""2021-10"": 0.9, ""2021-11"": 0.7777777777777778, ""2021-12"": 1.0, ""2022-01"": null, ""2022-02"": 0.375, ""2022-03"": 0.8571428571428571, ""2022-04"": 0.8, ""2022-05"": 0.5625, ""2022-06"": 0.7142857142857143, ""2022-07"": 0.6666666666666666, ""2022-08"": 0.6111111111111112, ""2022-09"": 0.625, ""2022-10"": 0.7777777777777778, ""2022-11"": null, ""2022-12"": null, ""2023-01"": null, ""2023-02"": 0.5, ""2023-03"": 0.75, ""2023-04"": 0.5882352941176471, ""2023-05"": 0.5714285714285714, ""2023-06"": 0.75, ""2023-07"": 0.5714285714285714, ""2023-08"": 0.7692307692307693, ""2023-09"": 0.5925925925925926, ""2023-10"": 0.45, ""2023-11"": 0.5, ""2023-12"": null, ""2024-01"": null, ""2024-02"": 0.8125, ""2024-03"": 0.75, ""2024-04"": 0.3333333333333333, ""2024-05"": 1.0, ""2024-06"": 1.0, ""2024-07"": 0.0, ""2024-08"": 1.0, ""2024-09"": 0.25, ""2024-10"": 0.5555555555555556, ""2024-11"": null, ""2024-12"": null, ""2025-01"": null, ""2025-02"": 0.0, ""2025-03"": null, ""2025-04"": 0.6666666666666666, ""2025-05"": 1.0, ""2025-06"": 0.3333333333333333, ""2025-07"": 0.3333333333333333, ""2025-08"": 1.0, ""2025-09"": 1.0, ""2025-10"": 1.0, ""2025-11"": null}","[""Home Next Goal"", ""Primo gol Casa"", ""1X""]",548,336,0.6131386861313869,0.5717079244528379,0.6529942364571044,3.4387672847511573e-07,0.5066729103254507,0.9285714285714286,0.9273472005763959,True,0.12830718801217514,0.6131386861313869,1.2101272312694795,0.10646577580593619,1.2752039865172313,277.65675485834697,1.5431590695078994,0.6094890510948905,0.5784671532846716,0.6442518248175181,0.428,79.1,"Su **548** partite che soddisfano `odd_fav in [1.14, 2] AND odd_over15 in [0, 1.49]`, **Casa segna per prima** si verifica nel **61.3%** dei casi (baseline campionato: 50.7%). **Lift 1.21**: la probabilità è 1.2× la media del campionato. Il risultato è **statisticamente significativo** (p=0.0000). Out-of-sample: probabilità **64.8%** su 54 partite. Stabilità mensile elevata: il pattern regge nel tempo."
